Ticker,Company,Sector,CIK,Price,MarketCap,ADV20,LatestForm,LatestFiledAt,LatestFiledAgeDays,CatalystType,Catalyst,CatalystStatus,CatalystPrimaryForm,CatalystPrimaryDate,CatalystPrimaryDaysAgo,CatalystPrimaryURL,RunwayQuartersRaw,RunwayQuarters,RunwayCashRaw,RunwayCash,RunwayQuarterlyBurnRaw,RunwayQuarterlyBurn,RunwayEstimate,RunwayNotes,RunwayDays,RunwayBucket,RunwaySourceForm,RunwaySourceDate,RunwaySourceDaysAgo,RunwaySourceURL,RunwayStatus,DilutionFlag,Dilution,DilutionStatus,DilutionFormsHit,DilutionKeywordsHit,DilutionPrimaryForm,DilutionPrimaryDate,DilutionPrimaryDaysAgo,DilutionPrimaryURL,DilutionEvidenceAll,Governance,GovernanceStatus,GovernancePrimaryForm,GovernancePrimaryDate,GovernancePrimaryDaysAgo,GovernancePrimaryURL,GovernanceEvidenceAll,GovernanceNotes,HasGoingConcern,HasMaterialWeakness,Auditor,Insider,InsiderStatus,InsiderForms345Links,InsiderBuyCount,HasInsiderCluster,Ownership,OwnershipStatus,OwnershipLinks,Materiality,SubscoresEvidenced,SubscoresEvidencedCount,Status,ChecklistPassed,ChecklistCatalyst,ChecklistDilution,ChecklistRunway,ChecklistGovernance,ChecklistInsider,ChecklistOwnership,RiskFlag,Tier1Type,Tier1Trigger
HYPR,"Hyperfine, Inc.",Healthcare,0001833769,1.19,83815170.0,1125504.35,424B5,2025-10-16,20,Corporate event / guidance / financing,2025-10-16 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525241438/d36179d8k.htm,Pass,8-K,2025-10-16,20,https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525241438/d36179d8k.htm,2.962877,2.96,25420000.0,25420000.0,8579500.0,8579500.0,interim,2025-08-13 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000095017025108047/hypr-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1833769/000095017025108047/hypr-20250630.htm,266.0,1-3q,10-Q,2025-08-13,84,https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000095017025108047/hypr-20250630.htm,Pass,True,2025-10-16 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525241446/d25162d424b5.htm,Pass (Offering),424B5; S-8,,424B5,2025-10-16,20,https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525241446/d25162d424b5.htm,2025-10-16 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525241446/d25162d424b5.htm; 2025-10-15 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525240330/d25162d424b5.htm; 2025-05-13 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525118856/d917572d424b5.htm; 2025-03-17 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525055641/d857457ds8.htm; 2025-02-11 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525024322/d906393d424b5.htm,2025-04-07 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525074640/d840466ddef14a.htm,Pass,DEF 14A,2025-04-07,212,https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525074640/d840466ddef14a.htm,2025-04-07 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525074640/d840466ddef14a.htm,2025-04-07 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1833769/000119312525074640/d840466ddef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
IKT,"Inhibikase Therapeutics, Inc.",Healthcare,0001750149,1.66,122952448.0,108304.9,10-Q,2025-08-14,83,Earnings/Financial update,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525180899/ikt-20250630.htm,Pass,10-Q,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525180899/ikt-20250630.htm,11.676254,11.68,56500000.0,56500000.0,4838880.5,4838880.5,annual_div4,2025-08-14 10-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525180899/ikt-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1750149/000119312525180899/ikt-20250630.htm,1051.0,6-12q,10-K,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525180899/ikt-20250630.htm,Pass,True,2025-06-20 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525143738/d77556ds3.htm,Pass (Offering),S-3; S-8; 424B3; S-3/A,,S-3,2025-06-20,138,https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525143738/d77556ds3.htm,2025-06-20 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525143738/d77556ds3.htm; 2025-03-27 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525065600/d928021ds8.htm; 2025-02-04 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525020021/d852234ds8.htm; 2025-01-10 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312525004494/d881478ds3.htm; 2024-12-05 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312524271606/d828513d424b3.htm; 2024-12-03 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312524269146/d828513ds3a.htm; 2024-11-18 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000119312524260973/d828513ds3.htm,2025-05-12 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000095017025069152/ikt-proxy-def-annual-jun.htm,Pass,DEF 14A,2025-05-12,177,https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000095017025069152/ikt-proxy-def-annual-jun.htm,2025-05-12 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000095017025069152/ikt-proxy-def-annual-jun.htm; 2024-11-18 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000095017024127941/ikt-20241118.htm,2025-05-12 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1750149/000095017025069152/ikt-proxy-def-annual-jun.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
IMRX,Immuneering Corporation,Healthcare,0001790340,5.95,231245893.0,1208472.25,424B5,2025-09-25,41,Corporate event / guidance / financing,2025-09-25 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925093436/tm2526946d1_8k.htm,Pass,8-K,2025-09-25,41,https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925093436/tm2526946d1_8k.htm,2.24047,2.24,26355498.0,26355498.0,11763381.0,11763381.0,interim,2025-08-13 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000179034025000104/imrx-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1790340/000179034025000104/imrx-20250630.htm,202.0,1-3q,10-Q,2025-08-13,84,https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000179034025000104/imrx-20250630.htm,Pass,True,2025-09-25 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925093438/tm2526817-2_424b5.htm,Pass (Offering),424B5; 424B3; S-3; S-8,,424B5,2025-09-25,41,https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925093438/tm2526817-2_424b5.htm,2025-09-25 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925093438/tm2526817-2_424b5.htm; 2025-09-24 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925092991/tm2526817-1_424b5.htm; 2025-09-08 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925088317/tm2524971-4_424b3.htm; 2025-09-03 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925086561/tm2524971-1_s3.htm; 2025-08-13 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925077655/tm2522572-1_s3.htm; 2025-06-23 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925061344/tm2518587d1_424b5.htm; 2025-05-05 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925044519/tm2513940d1_s8.htm; 2025-03-20 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000110465925026222/tm259697d1_424b5.htm,2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000179034025000053/imrx-20250421.htm,Pass,DEF 14A,2025-04-21,198,https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000179034025000053/imrx-20250421.htm,2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000179034025000053/imrx-20250421.htm,2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1790340/000179034025000053/imrx-20250421.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
INGN,"Inogen, Inc.",Healthcare,0001294133,8.45,203216643.0,146460.6,8-K,2025-11-05,0,Corporate event / guidance / financing,2025-11-05 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000119312525265750/ingn-ex99_1.htm,Pass,8-K,2025-11-05,0,https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000119312525265750/ingn-ex99_1.htm,16.669614,16.67,103685000.0,103685000.0,6220000.0,6220000.0,interim,2025-08-08 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025105835/ingn-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1294133/000095017025105835/ingn-20250630.htm,1500.0,>12q,10-Q,2025-08-08,89,https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025105835/ingn-20250630.htm,Pass,True,2025-05-20 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025075217/ingn-2025-05-20-s-8.htm,Overhang (S-8),S-8,,S-8,2025-05-20,169,https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025075217/ingn-2025-05-20-s-8.htm,2025-05-20 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025075217/ingn-2025-05-20-s-8.htm; 2025-02-28 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025030082/ingn-2025-02-28_s-8_espp.htm,2025-03-27 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025045737/ingn-20250327.htm,Pass,DEF 14A,2025-03-27,223,https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025045737/ingn-20250327.htm,2025-03-27 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025045737/ingn-20250327.htm,2025-03-27 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1294133/000095017025045737/ingn-20250327.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
INMB,"INmune Bio, Inc.",Healthcare,0001711754,1.81,45726644.0,325281.0,8-K,2025-10-30,6,Earnings / financial update,2025-10-30 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025104154/ea026319601ex99-1_inmune.htm,Pass,8-K,2025-10-30,6,https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025104154/ea026319601ex99-1_inmune.htm,4.236786,4.24,27734000.0,27734000.0,6546000.0,6546000.0,interim,2025-10-30 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025104141/ea0261356-10q_inmune.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1711754/000121390025104141/ea0261356-10q_inmune.htm,382.0,3-6q,10-Q,2025-10-30,6,https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025104141/ea0261356-10q_inmune.htm,Pass,True,2025-06-30 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025059298/ea0247439-424b5_inmune.htm,Pass (Offering),424B5; S-8,,424B5,2025-06-30,128,https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025059298/ea0247439-424b5_inmune.htm,2025-06-30 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025059298/ea0247439-424b5_inmune.htm; 2025-06-16 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025054428/ea0244817-s8_inmune.htm; 2025-06-16 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025054427/ea0244818-s8_inmunebio.htm; 2025-03-07 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025021719/ea0233629-424b5_inmune.htm,2025-10-14 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025098715/ea0259630-02.htm,Pass,DEF 14A,2025-10-14,22,https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025098715/ea0259630-02.htm,2025-10-14 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025098715/ea0259630-02.htm; 2025-04-21 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025033742/ea0237268-01.htm; 2024-12-09 8-A12B/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390024106924/ea0223772-8a12ba4_inmune.htm,2025-10-14 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1711754/000121390025098715/ea0259630-02.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
INSG,Inseego Corp.,Technology,0001022652,13.01,216461904.0,317438.75,8-K,2025-11-03,2,Corporate event / guidance / financing,2025-11-03 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825007893/inseego_8k.htm,Pass,8-K,2025-11-03,2,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825007893/inseego_8k.htm,3.331905,3.33,13221000.0,13221000.0,3968000.0,3968000.0,interim,2025-08-08 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000102265225000017/insg-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1022652/000102265225000017/insg-20250630.htm,300.0,3-6q,10-Q,2025-08-08,89,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000102265225000017/insg-20250630.htm,Pass,True,2025-10-14 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825007524/inseego_s3.htm,Pass (Offering),S-3; 424B3; S-8,,S-3,2025-10-14,22,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825007524/inseego_s3.htm,2025-10-14 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825007524/inseego_s3.htm; 2025-01-02 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825000029/inseego_424b3.htm; 2024-12-19 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316824008828/inseego_s8.htm,2025-07-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825005459/inseego_idef14a.htm,Pass,DEF 14A,2025-07-29,99,https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825005459/inseego_idef14a.htm,2025-07-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825005459/inseego_idef14a.htm,2025-07-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1022652/000168316825005459/inseego_idef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
INTZ,Intrusion Inc.,Technology,0000736012,1.66,35822067.0,266635.65,8-K,2025-08-25,72,Corporate event / guidance / financing,2025-08-25 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825006457/intrusion_8k.htm,Pass,8-K,2025-08-25,72,https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825006457/intrusion_8k.htm,2.885538,2.89,4689000.0,4689000.0,1625000.0,1625000.0,interim,2025-08-12 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825005985/intrusion_i10q-063025.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/736012/000168316825005985/intrusion_i10q-063025.htm,260.0,1-3q,10-Q,2025-08-12,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825005985/intrusion_i10q-063025.htm,Pass,True,2025-06-12 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825004450/intrusion_424b5.htm,Pass (Offering),424B5; 424B3; S-3/A,,424B5,2025-06-12,146,https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825004450/intrusion_424b5.htm,2025-06-12 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825004450/intrusion_424b5.htm; 2025-06-12 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825004447/intrusion_424b3.htm; 2025-03-17 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825001665/intrusion_424b5.htm; 2025-01-31 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825000621/intrusion_s3a2.htm; 2025-01-07 424B5 https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825000126/intz_424b5.htm; 2024-12-17 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316824008792/intrusion_s3a1.htm,2025-07-02 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825004887/intrusion_idef14a.htm,Pass,DEF 14A,2025-07-02,126,https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825004887/intrusion_idef14a.htm,2025-07-02 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825004887/intrusion_idef14a.htm,2025-07-02 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/736012/000168316825004887/intrusion_idef14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
IPI,"Intrepid Potash, Inc.",Basic Materials,0001421461,29.29,343354375.0,160729.1,10-Q,2025-08-07,90,Earnings/Financial update,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000142146125000024/ipi-20250630.htm,Pass,10-Q,2025-08-07,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000142146125000024/ipi-20250630.htm,,,85049000.0,85049000.0,0.0,0.0,,2025-08-07 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000142146125000024/ipi-20250630.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1421461/000142146125000024/ipi-20250630.htm,,,,,,,Missing,True,2025-01-29 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000110465925007251/tm253979-1_s3a.htm,Pass (Offering),S-3/A,,S-3/A,2025-01-29,280,https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000110465925007251/tm253979-1_s3a.htm,2025-01-29 S-3/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000110465925007251/tm253979-1_s3a.htm,2025-04-17 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000114036125014390/ny20043638x771_def14a.htm,Pass,DEF 14A,2025-04-17,202,https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000114036125014390/ny20043638x771_def14a.htm,2025-04-17 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000114036125014390/ny20043638x771_def14a.htm,2025-04-17 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1421461/000114036125014390/ny20043638x771_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
IPWR,Ideal Power Inc.,Industrials,0001507957,5.2,41635202.0,58709.3,S-8,2025-11-03,2,Corporate event / guidance / financing,2025-11-03 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925032666/ipwr20251031_8k.htm,Pass,8-K,2025-11-03,2,https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925032666/ipwr20251031_8k.htm,5.019118,5.02,11105553.0,11105553.0,2212650.5,2212650.5,interim,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925026716/ipwr20250630_10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1507957/000143774925026716/ipwr20250630_10q.htm,452.0,3-6q,10-Q,2025-08-14,83,https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925026716/ipwr20250630_10q.htm,Pass,True,2025-11-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925032810/ipwr20251031_s8.htm,Overhang (S-8),S-8,,S-8,2025-11-03,2,https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925032810/ipwr20251031_s8.htm,2025-11-03 S-8 https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925032810/ipwr20251031_s8.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925013535/ipwr20250418_def14a.htm,Pass,DEF 14A,2025-04-29,190,https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925013535/ipwr20250418_def14a.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925013535/ipwr20250418_def14a.htm,2025-04-29 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1507957/000143774925013535/ipwr20250418_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,Active,4/6,Pass,Pass,Pass,Pass,Missing,Missing,,None,False
ISSC,"Innovative Solutions and Support, Inc.",Industrials,0000836690,11.39,154849568.0,370939.85,8-K,2025-10-28,8,Corporate event / guidance / financing,2025-10-28 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000110465925103240/issc-20251028x8k.htm,Pass,8-K,2025-10-28,8,https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000110465925103240/issc-20251028x8k.htm,,,601759.0,601759.0,0.0,0.0,,2025-08-14 10-Q https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000155837025011532/issc-20250630x10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/836690/000155837025011532/issc-20250630x10q.htm,,,,,,,Missing,True,2025-10-14 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000110465925099201/issc-20251014xs3.htm,Pass (Offering),S-3,,S-3,2025-10-14,22,https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000110465925099201/issc-20251014xs3.htm,2025-10-14 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000110465925099201/issc-20251014xs3.htm,2025-03-05 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000110465925020940/tm258260-1_def14a.htm,Pass,DEF 14A,2025-03-05,245,https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000110465925020940/tm258260-1_def14a.htm,2025-03-05 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000110465925020940/tm258260-1_def14a.htm,2025-03-05 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/836690/000110465925020940/tm258260-1_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
ISTR,Investar Holding Corporation,Financial Services,0001602658,22.98,229925662.0,45446.35,8-K,2025-11-03,2,Corporate event / guidance / financing,2025-11-03 8-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925032815/istr20251028_8k.htm,Pass,8-K,2025-11-03,2,https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925032815/istr20251028_8k.htm,,,29342000.0,29342000.0,0.0,0.0,,2025-08-06 10-K https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925025103/istr20250630c_10q.htm | values parsed from XBRL: https://www.sec.gov/Archives/edgar/data/1602658/000143774925025103/istr20250630c_10q.htm,,,,,,,Missing,True,2025-09-23 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925029752/istr20250919_424b3.htm,Pass (Offering),424B3; S-3,,424B3,2025-09-23,43,https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925029752/istr20250919_424b3.htm,2025-09-23 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925029752/istr20250919_424b3.htm; 2025-09-19 S-4/A https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925029465/istr20250915_s4a.htm; 2025-09-18 424B3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925029409/istr20250915_424b3.htm; 2025-09-12 S-4 https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925028950/istr20250908_s4.htm; 2025-09-02 S-3 https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925028171/istr20250826_s3.htm,2025-04-08 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925011424/istr20240828_def14a.htm,Pass,DEF 14A,2025-04-08,211,https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925011424/istr20240828_def14a.htm,2025-04-08 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925011424/istr20240828_def14a.htm,2025-04-08 DEF 14A https://www.sec.gov/ix?doc=/Archives/edgar/data/1602658/000143774925011424/istr20240828_def14a.htm,False,False,,,Missing,,0,False,,Missing,,High,Catalyst; Dilution; Governance,3,TBD - exclude,3/6,Pass,Pass,Missing,Pass,Missing,Missing,,None,False
