CIK,Ticker,Company,Form,FiledAt,Age,URL,Desc
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-10-29 00:00:00,7,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525254610/caba-20251029.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-10-27 00:00:00,9,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525250676/caba-20251027.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-10-09 00:00:00,27,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525235533/caba-20251009.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-09-03 00:00:00,63,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000175913825000007/caba-20250903.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",S-3,2025-08-07 00:00:00,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525175003/d29883ds3.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",10-Q,2025-08-07 00:00:00,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000095017025104573/caba-20250630.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-08-07 00:00:00,90,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000095017025104570/caba-20250807.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-06-12 00:00:00,146,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525139517/d828604dex991.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",424B5,2025-06-12 00:00:00,146,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525139512/d49180d424b5.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",424B5,2025-06-11 00:00:00,147,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525138755/d49180d424b5.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-06-11 00:00:00,147,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525138737/d78097dex991.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-06-10 00:00:00,148,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525137954/d46354d8k.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-05-19 00:00:00,170,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000095017025074589/caba-20250515.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",10-Q,2025-05-15 00:00:00,174,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000095017025071971/caba-20250331.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-05-15 00:00:00,174,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000095017025071966/caba-ex99_1.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",DEF 14A,2025-05-13 00:00:00,176,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525118330/d876184ddef14a.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",S-8,2025-03-31 00:00:00,219,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000095017025047233/caba-s8-mar-2025.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",10-K,2025-03-31 00:00:00,219,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000095017025047201/caba-20241231.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-03-31 00:00:00,219,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000095017025047196/caba-ex99_1.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-02-18 00:00:00,260,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525028143/d916444dex991.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2025-01-13 00:00:00,296,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312525005016/d781872dex991.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2024-11-18 00:00:00,352,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312524260425/d874885dex991.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2024-11-14 00:00:00,356,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000095017024126731/caba-ex99_1.htm,
0001759138,CABA,"Cabaletta Bio, Inc.",8-K,2024-10-07 00:00:00,394,https://www.sec.gov/ix?doc=/Archives/edgar/data/1759138/000119312524233294/d899909dex991.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2025-11-03 00:00:00,2,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000065/crbu-20251103.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",10-Q,2025-08-12 00:00:00,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000061/crbu-20250630.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2025-08-12 00:00:00,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000060/crbu-20250812.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2025-06-23 00:00:00,135,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000052/crbu-20250618.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2025-06-13 00:00:00,145,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000047/crbu-20250612.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",S-3,2025-05-08 00:00:00,181,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000119312525116051/d86420ds3.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2025-05-08 00:00:00,181,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000040/crbu-20250508xexx991.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",DEF 14A,2025-04-25 00:00:00,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000031/crbu-20250425.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2025-04-24 00:00:00,195,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000023/crbu-20250424xexx991.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",S-8,2025-03-10 00:00:00,240,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000119312525051061/d874744ds8.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",10-K,2025-03-10 00:00:00,240,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000015/crbu-20241231.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2025-03-10 00:00:00,240,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000014/crbu-20250310xexx991.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2025-01-13 00:00:00,296,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000006/crbu-20250113xexx991.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2025-01-02 00:00:00,307,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985625000002/crbu-20250102xexx991.htm,
0001619856,CRBU,"Caribou Biosciences, Inc.",8-K,2024-11-06 00:00:00,364,https://www.sec.gov/ix?doc=/Archives/edgar/data/1619856/000161985624000080/crbu-20241106xexx991.htm,
0001109116,EVC,Entravision Communications Corporation,10-Q,2025-11-04 00:00:00,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264694/evc-20250930.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2025-11-04 00:00:00,1,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000119312525264646/evc-ex99_1.htm,
0001109116,EVC,Entravision Communications Corporation,10-Q,2025-08-05 00:00:00,92,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025103037/evc-20250630.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2025-08-05 00:00:00,92,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025103019/evc-ex99_1.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2025-07-16 00:00:00,112,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025096083/evc-ex99_1.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2025-06-02 00:00:00,156,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025080007/evc-20250528.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2025-05-08 00:00:00,181,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025066909/evc-ex99_1.htm,
0001109116,EVC,Entravision Communications Corporation,DEF 14A,2025-04-25 00:00:00,194,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025058293/evc-20250424.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2025-04-24 00:00:00,195,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025058171/evc-20250418.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2025-04-07 00:00:00,212,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025051664/evc-20250404.htm,
0001109116,EVC,Entravision Communications Corporation,10-K,2025-03-06 00:00:00,244,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025034661/evc-20241231.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2025-03-06 00:00:00,244,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017025034591/evc-ex99_1.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2024-11-06 00:00:00,364,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017024122265/evc-ex99_1.htm,
0001109116,EVC,Entravision Communications Corporation,8-K,2024-10-16 00:00:00,385,https://www.sec.gov/ix?doc=/Archives/edgar/data/1109116/000095017024114850/evc-ex99_1.htm,
0001863006,VLN,Valens Semiconductor Ltd.,6-K,2025-11-03 00:00:00,2,https://www.sec.gov/ix?doc=/Archives/edgar/data/1863006/000095010325014110/dp236795_6k.htm,
0001863006,VLN,Valens Semiconductor Ltd.,6-K,2025-09-09 00:00:00,57,https://www.sec.gov/ix?doc=/Archives/edgar/data/1863006/000121390025085872/ea0256551-6k_valens.htm,
0001863006,VLN,Valens Semiconductor Ltd.,6-K,2025-08-26 00:00:00,71,https://www.sec.gov/ix?doc=/Archives/edgar/data/1863006/000121390025080506/ea0254561-6k_valens.htm,
0001863006,VLN,Valens Semiconductor Ltd.,6-K,2025-08-06 00:00:00,91,https://www.sec.gov/ix?doc=/Archives/edgar/data/1863006/000121390025072331/ea025167802ex99-1_valens.htm,
0001863006,VLN,Valens Semiconductor Ltd.,6-K,2025-08-06 00:00:00,91,https://www.sec.gov/ix?doc=/Archives/edgar/data/1863006/000121390025072330/ea025167801ex99-1_valens.htm,
0001863006,VLN,Valens Semiconductor Ltd.,6-K,2025-07-15 00:00:00,113,https://www.sec.gov/ix?doc=/Archives/edgar/data/1863006/000121390025063954/ea024888301ex99-1_valens.htm,
0001863006,VLN,Valens Semiconductor Ltd.,6-K,2025-05-22 00:00:00,167,https://www.sec.gov/ix?doc=/Archives/edgar/data/1863006/000095010325006330/dp229135_ex9901.htm,
0001863006,VLN,Valens Semiconductor Ltd.,S-8,2025-03-13 00:00:00,237,https://www.sec.gov/ix?doc=/Archives/edgar/data/1863006/000095010325003411/dp226190_s8.htm,
0001863006,VLN,Valens Semiconductor Ltd.,20-F,2025-02-26 00:00:00,252,https://www.sec.gov/ix?doc=/Archives/edgar/data/1863006/000121390025017221/ea0231157-20f_valenssemi.htm,
0001998560,MIMI,Mint Incorporation Limited,6-K,2025-11-03 00:00:00,2,https://www.sec.gov/ix?doc=/Archives/edgar/data/1998560/000121390025104912/ea0263580-6k_mint.htm,
0001998560,MIMI,Mint Incorporation Limited,6-K,2025-10-02 00:00:00,34,https://www.sec.gov/ix?doc=/Archives/edgar/data/1998560/000121390025094975/ea0259703-6k_mint.htm,
0001998560,MIMI,Mint Incorporation Limited,6-K,2025-09-15 00:00:00,51,https://www.sec.gov/ix?doc=/Archives/edgar/data/1998560/000121390025087443/ea0257227-6k_mint.htm,
0001998560,MIMI,Mint Incorporation Limited,20-F,2025-07-30 00:00:00,98,https://www.sec.gov/ix?doc=/Archives/edgar/data/1998560/000121390025069308/ea0250295-20f_mint.htm,
0001998560,MIMI,Mint Incorporation Limited,6-K,2025-07-17 00:00:00,111,https://www.sec.gov/ix?doc=/Archives/edgar/data/1998560/000121390025064903/ea0249345-6k_mint.htm,
0001998560,MIMI,Mint Incorporation Limited,6-K,2025-06-17 00:00:00,141,https://www.sec.gov/ix?doc=/Archives/edgar/data/1998560/000121390025054942/ea0245985-6k_mintinc.htm,
0001998560,MIMI,Mint Incorporation Limited,S-8,2025-03-28 00:00:00,222,https://www.sec.gov/ix?doc=/Archives/edgar/data/1998560/000101376225003588/ea0234436-s8_mintincorp.htm,
0001998560,MIMI,Mint Incorporation Limited,424B4,2025-01-10 00:00:00,299,https://www.sec.gov/ix?doc=/Archives/edgar/data/1998560/000121390025002315/ea0201201-11.htm,
0001998560,MIMI,Mint Incorporation Limited,8-A12B,2024-12-31 00:00:00,309,https://www.sec.gov/ix?doc=/Archives/edgar/data/1998560/000121390024113640/ea0225612-8a12b_mint.htm,
0002028027,NTWO,Newbury Street II Acquisition Corp,10-Q,2025-08-13 00:00:00,84,https://www.sec.gov/ix?doc=/Archives/edgar/data/2028027/000121390025075827/ea0252719-10q_newbury2.htm,
0002028027,NTWO,Newbury Street II Acquisition Corp,8-K,2025-05-28 00:00:00,161,https://www.sec.gov/ix?doc=/Archives/edgar/data/2028027/000121390025048331/ea0243694-8k_newbury2.htm,
0002028027,NTWO,Newbury Street II Acquisition Corp,10-Q,2025-05-15 00:00:00,174,https://www.sec.gov/ix?doc=/Archives/edgar/data/2028027/000121390025044415/ea0241496-10q_newbury2.htm,
0002028027,NTWO,Newbury Street II Acquisition Corp,10-K,2025-03-31 00:00:00,219,https://www.sec.gov/ix?doc=/Archives/edgar/data/2028027/000121390025026387/ea0235867-10k_newbury2.htm,
0002028027,NTWO,Newbury Street II Acquisition Corp,8-K,2024-12-26 00:00:00,314,https://www.sec.gov/ix?doc=/Archives/edgar/data/2028027/000121390024112509/ea022601401ex99-1_newbury2.htm,
0002028027,NTWO,Newbury Street II Acquisition Corp,8-K,2024-11-08 00:00:00,362,https://www.sec.gov/ix?doc=/Archives/edgar/data/2028027/000121390024096002/ea022038101ex99-1_newbury2.htm,
0002028027,NTWO,Newbury Street II Acquisition Corp,8-K,2024-11-06 00:00:00,364,https://www.sec.gov/ix?doc=/Archives/edgar/data/2028027/000121390024095065/ea021918001ex1-1_newbury2.htm,
0002028027,NTWO,Newbury Street II Acquisition Corp,424B3,2024-11-01 00:00:00,369,https://www.sec.gov/ix?doc=/Archives/edgar/data/2028027/000121390024093580/ea0209761-10.htm,
0002028027,NTWO,Newbury Street II Acquisition Corp,8-A12B,2024-10-31 00:00:00,370,https://www.sec.gov/ix?doc=/Archives/edgar/data/2028027/000121390024092578/ea0219122-8a12b_newbury.htm,
0001138723,ARAY,Accuray Incorporated,S-8,2025-10-31 00:00:00,5,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525260707/aray-20251030.htm,
0001138723,ARAY,Accuray Incorporated,DEF 14A,2025-10-01 00:00:00,35,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000114036125036983/ny20050810x1_def14a.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2025-09-19 00:00:00,47,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525209044/aray-20250919.htm,
0001138723,ARAY,Accuray Incorporated,424B3,2025-09-02 00:00:00,64,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095010325011114/dp233615_424b3.htm,
0001138723,ARAY,Accuray Incorporated,10-K,2025-08-28 00:00:00,69,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525191242/aray-20250630.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2025-08-22 00:00:00,75,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525186407/aray-20250819.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2025-08-13 00:00:00,84,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000119312525179806/aray-ex99_1.htm,
0001138723,ARAY,Accuray Incorporated,S-3,2025-07-28 00:00:00,100,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095010325009333/dp232003_s3.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2025-06-06 00:00:00,152,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095010325007090/dp229846_ex9901.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2025-04-30 00:00:00,189,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095017025061055/aray-ex99_1.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2025-02-07 00:00:00,271,https://www.sec.gov/Archives/edgar/data/1138723/000095017025016249/0000950170-25-016249.txt,
0001138723,ARAY,Accuray Incorporated,8-K,2025-02-05 00:00:00,273,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095017025014445/aray-ex99_1.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2025-01-21 00:00:00,288,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095017025007015/aray-ex99_1.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2024-12-11 00:00:00,329,https://www.sec.gov/Archives/edgar/data/1138723/000119312524275526/0001193125-24-275526.txt,
0001138723,ARAY,Accuray Incorporated,S-8,2024-11-26 00:00:00,344,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095017024131021/form_s-8_11.26.24.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2024-11-25 00:00:00,345,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095017024130548/aray-ex10_1.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2024-11-06 00:00:00,364,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095017024122304/aray-ex99_1.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2024-10-21 00:00:00,380,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095017024115941/aray-ex99_1.htm,
0001138723,ARAY,Accuray Incorporated,8-K,2024-10-15 00:00:00,386,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000095017024114477/aray-ex99_1.htm,
0001138723,ARAY,Accuray Incorporated,DEF 14A,2024-10-04 00:00:00,397,https://www.sec.gov/ix?doc=/Archives/edgar/data/1138723/000114036124042873/ny20031418x1_def14a.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-10-08 00:00:00,28,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000119312525234632/srfm-20251007.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-08-29 00:00:00,68,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000193622425000008/srfm-20250827.htm,
0001936224,SRFM,Surf Air Mobility Inc.,10-Q,2025-08-12 00:00:00,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025107462/srfm-20250630.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-08-12 00:00:00,85,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025107386/srfm-ex99_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,S-8,2025-07-15 00:00:00,113,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025095950/srfm-20250715.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-06-27 00:00:00,131,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025091041/srfm-20250626.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-06-26 00:00:00,132,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025090410/srfm-20250625.htm,
0001936224,SRFM,Surf Air Mobility Inc.,424B5,2025-06-26 00:00:00,132,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025090207/s-3_pro_supp__2_june_202.htm,
0001936224,SRFM,Surf Air Mobility Inc.,10-Q,2025-05-13 00:00:00,176,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025070437/srfm-20250331.htm,
0001936224,SRFM,Surf Air Mobility Inc.,DEF 14A,2025-05-13 00:00:00,176,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000114036125018647/ny20045347x3_def14a.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-05-13 00:00:00,176,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025070381/srfm-ex99_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,S-3,2025-04-29 00:00:00,190,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025059476/srfm_s-3_lamven_april_20.htm,
0001936224,SRFM,Surf Air Mobility Inc.,S-3,2025-04-29 00:00:00,190,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025059474/srfm_s-3_palantir_april_.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-04-01 00:00:00,218,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025048519/srfm-20250331.htm,
0001936224,SRFM,Surf Air Mobility Inc.,424B5,2025-04-01 00:00:00,218,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025048087/s-3_pro_supp__1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-03-28 00:00:00,222,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025046891/srfm-20250325.htm,
0001936224,SRFM,Surf Air Mobility Inc.,S-3/A,2025-03-21 00:00:00,229,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025043341/s-3_shelf-amendment_1_no.htm,
0001936224,SRFM,Surf Air Mobility Inc.,10-K,2025-03-21 00:00:00,229,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025043326/srfm-20241231.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-03-18 00:00:00,232,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025041261/srfm-ex99_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-02-14 00:00:00,264,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025021399/srfm-ex99_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,S-3,2025-02-11 00:00:00,267,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025018075/srfm-20250211.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2025-01-29 00:00:00,280,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017025010554/srfm-ex99_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2024-12-19 00:00:00,321,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017024138511/srfm-ex10_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2024-12-12 00:00:00,328,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017024135903/srfm-ex99_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2024-12-11 00:00:00,329,https://www.sec.gov/Archives/edgar/data/1936224/000095017024135472/0000950170-24-135472.txt,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2024-12-10 00:00:00,330,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017024134778/srfm-ex99_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2024-11-14 00:00:00,356,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017024127103/srfm-ex99_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2024-11-14 00:00:00,356,https://www.sec.gov/ix?doc=/Archives/edgar/data/1936224/000095017024126785/srfm-ex99_1.htm,
0001936224,SRFM,Surf Air Mobility Inc.,8-K,2024-10-08 00:00:00,393,https://www.sec.gov/Archives/edgar/data/1936224/000095017024113568/0000950170-24-113568.txt,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",8-K,2025-08-29 00:00:00,68,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000137/spce-20250828.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",10-Q,2025-08-06 00:00:00,91,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000131/spce-20250630.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",8-K,2025-08-06 00:00:00,91,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000130/spce-2025q2_8kprexhibit991.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",8-K,2025-08-01 00:00:00,96,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000118/spce-20250729.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",8-K,2025-06-10 00:00:00,148,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000100/spce-20250605.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",S-8,2025-06-05 00:00:00,153,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000082/vgh-sx8thirdar2019planindu.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",424B5,2025-05-15 00:00:00,174,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000110465925049616/tm2513415d3_424b5.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",10-Q,2025-05-15 00:00:00,174,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000079/spce-20250331.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",8-K,2025-05-15 00:00:00,174,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000077/spce-2025q1_8kprexhibit991.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",DEF 14A,2025-04-15 00:00:00,204,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000063/spce-20250415.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",424B5,2025-02-26 00:00:00,252,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000040/spce-prospectussupplement0.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",10-K,2025-02-26 00:00:00,252,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000038/spce-20241231.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",8-K,2025-02-26 00:00:00,252,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694625000036/spce-20241231_991pressrele.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",8-K,2024-11-07 00:00:00,363,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694624000249/spce-salesagreement1111x06.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",424B5,2024-11-07 00:00:00,363,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694624000244/atmprospectus11624.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",8-K,2024-11-06 00:00:00,364,https://www.sec.gov/ix?doc=/Archives/edgar/data/1706946/000170694624000234/spce-2024q3_8kprexhibit991.htm,
0001706946,SPCE,"Virgin Galactic Holdings, Inc.",8-K,2024-11-01 00:00:00,369,https://www.sec.gov/Archives/edgar/data/1706946/000170694624000213/0001706946-24-000213.txt,
0001120970,LODE,Comstock Inc.,8-K,2025-10-30 00:00:00,6,https://www.sec.gov/ix?doc=/Archives/edgar/data/1120970/000143774925032430/lode20251025_8k.htm,
